City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Philadelphia,broken clouds,86.74,89.01,82.69,90.27,1012,50,6.17,2023-08-13 16:26:13,2023-08-13 06:10:17,2023-08-13 20:01:02
