City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Boston,broken clouds,83.01,88.95,78.03,87.62,1008,72,5.14,2023-08-13 16:40:26,2023-08-13 05:49:05,2023-08-13 19:49:24
